indicator	frequentie	referentie	naar	schatting	lcl90	ucl90	lcl60	ucl60	lcl30	ucl30	klasse	analyse	status	wijziging
Generalist	jaarlijks	2018	2009	1.041	1.015	1.068	1.021	1.055	1.035	1.048	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: +4.1% (+1.5%; +6.8%) t.o.v. 2018 (+)
Generalist	jaarlijks	2018	2010	1.054	1.025	1.082	1.032	1.068	1.047	1.06	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: +5.4% (+2.5%; +8.2%) t.o.v. 2018 (+)
Generalist	jaarlijks	2018	2011	1.049	1.02	1.079	1.027	1.064	1.042	1.056	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2011: +4.9% (+2.0%; +7.9%) t.o.v. 2018 (+)
Generalist	jaarlijks	2018	2012	1.098	1.07	1.126	1.076	1.112	1.091	1.104	++	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2012: +9.80% (+7.00%; +12.60%) t.o.v. 2018 (++)
Generalist	jaarlijks	2018	2013	1.06	1.031	1.09	1.037	1.075	1.053	1.067	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2013: +6.0% (+3.1%; +9.0%) t.o.v. 2018 (+)
Generalist	jaarlijks	2018	2014	0.997	0.969	1.025	0.975	1.011	0.99	1.003	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: -0.3% (-3.1%; +2.5%) t.o.v. 2018 (~)
Generalist	jaarlijks	2018	2015	1.043	1.017	1.069	1.022	1.056	1.036	1.049	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: +4.3% (+1.7%; +6.9%) t.o.v. 2018 (+)
Generalist	jaarlijks	2018	2016	1.022	0.995	1.049	1.001	1.035	1.015	1.028	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: +2.2% (-0.5%; +4.9%) t.o.v. 2018 (~)
Generalist	jaarlijks	2018	2017	0.995	0.97	1.02	0.975	1.008	0.989	1.001	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: -0.5% (-3.0%; +2.0%) t.o.v. 2018 (~)
Generalist	jaarlijks	2018	2019	0.982	0.958	1.007	0.963	0.995	0.976	0.988	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: -1.8% (-4.2%; +0.7%) t.o.v. 2018 (~)
Generalist	jaarlijks	2018	2020	0.977	0.95	1.006	0.956	0.992	0.971	0.984	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -2.3% (-5.0%; +0.6%) t.o.v. 2018 (~)
Generalist	jaarlijks	2019	2007	0.991	0.964	1.019	0.97	1.005	0.985	0.998	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -0.9% (-3.6%; +1.9%) t.o.v. 2019 (~)
Generalist	jaarlijks	2019	2008	1.066	1.036	1.097	1.043	1.082	1.059	1.073	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: +6.6% (+3.6%; +9.7%) t.o.v. 2019 (+)
Generalist	jaarlijks	2019	2009	1.06	1.03	1.091	1.037	1.076	1.053	1.067	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: +6.0% (+3.0%; +9.1%) t.o.v. 2019 (+)
Generalist	jaarlijks	2019	2010	1.073	1.045	1.101	1.051	1.087	1.066	1.079	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: +7.30% (+4.50%; +10.10%) t.o.v. 2019 (+)
Generalist	jaarlijks	2019	2011	1.068	1.039	1.098	1.045	1.083	1.061	1.075	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2011: +6.8% (+3.9%; +9.8%) t.o.v. 2019 (+)
Generalist	jaarlijks	2019	2012	1.117	1.086	1.15	1.093	1.134	1.11	1.125	++	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2012: +11.70% (+8.60%; +15.00%) t.o.v. 2019 (++)
Generalist	jaarlijks	2019	2013	1.079	1.051	1.107	1.057	1.093	1.072	1.086	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2013: +7.90% (+5.10%; +10.70%) t.o.v. 2019 (+)
Generalist	jaarlijks	2019	2014	1.015	0.986	1.044	0.993	1.029	1.008	1.021	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: +1.5% (-1.4%; +4.4%) t.o.v. 2019 (~)
Generalist	jaarlijks	2019	2015	1.061	1.032	1.092	1.038	1.077	1.054	1.068	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: +6.1% (+3.2%; +9.2%) t.o.v. 2019 (+)
Generalist	jaarlijks	2019	2016	1.04	1.015	1.066	1.021	1.053	1.034	1.046	+~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: +4.0% (+1.5%; +6.6%) t.o.v. 2019 (+~)
Generalist	jaarlijks	2019	2017	1.013	0.986	1.04	0.992	1.027	1.006	1.019	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: +1.3% (-1.4%; +4.0%) t.o.v. 2019 (~)
Generalist	jaarlijks	2019	2018	1.018	0.993	1.044	0.998	1.031	1.012	1.024	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: +1.8% (-0.7%; +4.4%) t.o.v. 2019 (~)
Generalist	jaarlijks	2019	2020	0.995	0.969	1.022	0.975	1.009	0.989	1.001	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2020: -0.5% (-3.1%; +2.2%) t.o.v. 2019 (~)
Generalist	jaarlijks	2020	2007	0.996	0.965	1.028	0.972	1.012	0.989	1.004	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2007: -0.4% (-3.5%; +2.8%) t.o.v. 2020 (~)
Generalist	jaarlijks	2020	2008	1.071	1.041	1.102	1.048	1.087	1.064	1.078	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2008: +7.10% (+4.10%; +10.20%) t.o.v. 2020 (+)
Generalist	jaarlijks	2020	2009	1.065	1.033	1.099	1.04	1.082	1.058	1.073	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2009: +6.5% (+3.3%; +9.9%) t.o.v. 2020 (+)
Generalist	jaarlijks	2020	2010	1.078	1.046	1.111	1.053	1.094	1.07	1.085	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2010: +7.80% (+4.60%; +11.10%) t.o.v. 2020 (+)
Generalist	jaarlijks	2020	2011	1.073	1.044	1.103	1.051	1.088	1.066	1.08	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2011: +7.30% (+4.40%; +10.30%) t.o.v. 2020 (+)
Generalist	jaarlijks	2020	2012	1.123	1.089	1.158	1.096	1.141	1.115	1.131	++	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2012: +12.30% (+8.90%; +15.80%) t.o.v. 2020 (++)
Generalist	jaarlijks	2020	2013	1.084	1.052	1.117	1.059	1.101	1.077	1.092	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2013: +8.40% (+5.20%; +11.70%) t.o.v. 2020 (+)
Generalist	jaarlijks	2020	2014	1.02	0.992	1.048	0.998	1.034	1.013	1.026	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2014: +2.0% (-0.8%; +4.8%) t.o.v. 2020 (~)
Generalist	jaarlijks	2020	2015	1.067	1.035	1.099	1.042	1.083	1.059	1.074	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2015: +6.7% (+3.5%; +9.9%) t.o.v. 2020 (+)
Generalist	jaarlijks	2020	2016	1.045	1.015	1.076	1.022	1.061	1.038	1.052	+	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2016: +4.5% (+1.5%; +7.6%) t.o.v. 2020 (+)
Generalist	jaarlijks	2020	2017	1.018	0.992	1.044	0.997	1.031	1.012	1.024	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2017: +1.8% (-0.8%; +4.4%) t.o.v. 2020 (~)
Generalist	jaarlijks	2020	2018	1.023	0.994	1.053	1	1.038	1.016	1.03	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2018: +2.3% (-0.6%; +5.3%) t.o.v. 2020 (~)
Generalist	jaarlijks	2020	2019	1.005	0.978	1.032	0.984	1.019	0.999	1.011	~	da0d80c21d2df669f530b70399abc0cb32d2ec55	2a44deb387f7b2c4e6cf7b30af1face573bfdd34	2019: +0.5% (-2.2%; +3.2%) t.o.v. 2020 (~)
Landbouw	driejaarlijks	2007	2010	1.07	0.978	1.172	0.998	1.121	1.048	1.093	?+	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2010-2012: +7.0% (-2.2%; +17.2%) t.o.v. 2007-2009 (?+)
Landbouw	driejaarlijks	2007	2013	0.991	0.873	1.126	0.898	1.058	0.962	1.021	?	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2013-2015: -0.9% (-12.7%; +12.6%) t.o.v. 2007-2009 (?)
Landbouw	driejaarlijks	2007	2016	0.919	0.808	1.044	0.832	0.981	0.892	0.947	?-	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2016-2018: -8.1% (-19.2%; +4.4%) t.o.v. 2007-2009 (?-)
Landbouw	driejaarlijks	2007	2019	0.935	0.833	1.049	0.855	0.992	0.91	0.96	?-	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2019-2021: -6.5% (-16.7%; +4.9%) t.o.v. 2007-2009 (?-)
Landbouw	driejaarlijks	2010	2007	0.934	0.853	1.023	0.871	0.978	0.915	0.954	?-	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2007-2009: -6.6% (-14.7%; +2.3%) t.o.v. 2010-2012 (?-)
Landbouw	driejaarlijks	2010	2013	0.916	0.872	0.962	0.882	0.939	0.906	0.927	-	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2013-2015: -8.40% (-12.80%; -3.80%) t.o.v. 2010-2012 (-)
Landbouw	driejaarlijks	2010	2016	0.883	0.819	0.953	0.832	0.918	0.868	0.899	-	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2016-2018: -11.7% (-18.1%; -4.7%) t.o.v. 2010-2012 (-)
Landbouw	driejaarlijks	2010	2019	0.865	0.821	0.911	0.83	0.888	0.854	0.876	--	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2019-2021: -13.50% (-17.90%; -8.90%) t.o.v. 2010-2012 (--)
Landbouw	driejaarlijks	2013	2007	1.009	0.888	1.145	0.914	1.076	0.979	1.039	?	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2007-2009: +0.9% (-11.2%; +14.5%) t.o.v. 2013-2015 (?)
Landbouw	driejaarlijks	2013	2010	1.091	1.039	1.146	1.051	1.119	1.079	1.104	+	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2010-2012: +9.1% (+3.9%; +14.6%) t.o.v. 2013-2015 (+)
Landbouw	driejaarlijks	2013	2016	0.964	0.919	1.011	0.928	0.988	0.953	0.975	?-	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2016-2018: -3.6% (-8.1%; +1.1%) t.o.v. 2013-2015 (?-)
Landbouw	driejaarlijks	2013	2019	0.944	0.897	0.993	0.907	0.969	0.933	0.955	-	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2019-2021: -5.60% (-10.30%; -0.70%) t.o.v. 2013-2015 (-)
Landbouw	driejaarlijks	2016	2007	1.088	0.957	1.237	0.985	1.162	1.056	1.121	?+	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2007-2009: +9% (-4%; +24%) t.o.v. 2016-2018 (?+)
Landbouw	driejaarlijks	2016	2010	1.132	1.049	1.222	1.067	1.177	1.112	1.153	+	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2010-2012: +13% (+5%; +22%) t.o.v. 2016-2018 (+)
Landbouw	driejaarlijks	2016	2013	1.037	0.989	1.089	0.999	1.063	1.026	1.049	?+	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2013-2015: +3.7% (-1.1%; +8.9%) t.o.v. 2016-2018 (?+)
Landbouw	driejaarlijks	2016	2019	0.979	0.92	1.043	0.933	1.011	0.965	0.994	?-	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2019-2021: -2% (-8%; +4%) t.o.v. 2016-2018 (?-)
Landbouw	driejaarlijks	2019	2007	1.07	0.953	1.2	0.978	1.135	1.041	1.099	?+	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2007-2009: +7.0% (-4.7%; +20.0%) t.o.v. 2019-2021 (?+)
Landbouw	driejaarlijks	2019	2010	1.156	1.097	1.218	1.11	1.188	1.142	1.17	++	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2010-2012: +16% (+10%; +22%) t.o.v. 2019-2021 (++)
Landbouw	driejaarlijks	2019	2013	1.059	1.007	1.115	1.018	1.087	1.047	1.072	+	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2013-2015: +5.9% (+0.7%; +11.5%) t.o.v. 2019-2021 (+)
Landbouw	driejaarlijks	2019	2016	1.021	0.959	1.087	0.972	1.054	1.006	1.036	?+	41c31fa1cae8df840a013bbd293001e86b043b2a	7b8efd072254537890c13d5dacb29c53b36d85e2	2016-2018: +2% (-4%; +9%) t.o.v. 2019-2021 (?+)
Landbouw	jaarlijks	2007	2008	0.971	0.927	1.018	0.937	0.995	0.961	0.982	?-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2008: -2.9% (-7.3%; +1.8%) t.o.v. 2007 (?-)
Landbouw	jaarlijks	2007	2009	0.943	0.893	0.995	0.903	0.969	0.931	0.955	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2009: -5.7% (-10.7%; -0.5%) t.o.v. 2007 (-)
Landbouw	jaarlijks	2007	2010	0.983	0.934	1.034	0.945	1.009	0.971	0.995	?-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2010: -1.7% (-6.6%; +3.4%) t.o.v. 2007 (?-)
Landbouw	jaarlijks	2007	2011	1.004	0.947	1.064	0.959	1.034	0.99	1.017	~	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2011: +0% (-5%; +6%) t.o.v. 2007 (~)
Landbouw	jaarlijks	2007	2012	1.011	0.954	1.072	0.966	1.042	0.997	1.025	?+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2012: +1% (-5%; +7%) t.o.v. 2007 (?+)
Landbouw	jaarlijks	2007	2013	0.937	0.886	0.99	0.897	0.964	0.925	0.949	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2013: -6.3% (-11.4%; -1.0%) t.o.v. 2007 (-)
Landbouw	jaarlijks	2007	2014	0.86	0.811	0.913	0.821	0.887	0.848	0.872	--	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2014: -14.0% (-18.9%; -8.7%) t.o.v. 2007 (--)
Landbouw	jaarlijks	2007	2015	0.906	0.853	0.962	0.865	0.934	0.893	0.919	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2015: -9.4% (-14.7%; -3.8%) t.o.v. 2007 (-)
Landbouw	jaarlijks	2007	2016	0.873	0.825	0.925	0.835	0.899	0.862	0.885	--	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2016: -12.7% (-17.5%; -7.5%) t.o.v. 2007 (--)
Landbouw	jaarlijks	2007	2017	0.849	0.8	0.901	0.811	0.875	0.837	0.861	--	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2017: -15.1% (-20.0%; -9.9%) t.o.v. 2007 (--)
Landbouw	jaarlijks	2007	2018	0.844	0.794	0.896	0.805	0.87	0.832	0.856	--	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2018: -16% (-21%; -10%) t.o.v. 2007 (--)
Landbouw	jaarlijks	2007	2019	0.848	0.799	0.899	0.809	0.873	0.836	0.859	--	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2019: -15.2% (-20.1%; -10.1%) t.o.v. 2007 (--)
Landbouw	jaarlijks	2007	2020	0.864	0.808	0.924	0.82	0.894	0.851	0.878	--	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2020: -13.6% (-19.2%; -7.6%) t.o.v. 2007 (--)
Landbouw	jaarlijks	2008	2007	1.03	0.983	1.079	0.993	1.054	1.018	1.041	?+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2007: +3.0% (-1.7%; +7.9%) t.o.v. 2008 (?+)
Landbouw	jaarlijks	2008	2009	0.97	0.926	1.018	0.935	0.994	0.96	0.981	?-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2009: -3.0% (-7.4%; +1.8%) t.o.v. 2008 (?-)
Landbouw	jaarlijks	2008	2010	1.012	0.961	1.065	0.972	1.039	1	1.024	~	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2010: +1% (-4%; +6%) t.o.v. 2008 (~)
Landbouw	jaarlijks	2008	2011	1.033	0.979	1.09	0.991	1.062	1.02	1.046	?+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2011: +3% (-2%; +9%) t.o.v. 2008 (?+)
Landbouw	jaarlijks	2008	2012	1.041	0.983	1.102	0.996	1.072	1.027	1.055	?+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2012: +4.1% (-1.7%; +10.2%) t.o.v. 2008 (?+)
Landbouw	jaarlijks	2008	2013	0.964	0.912	1.019	0.923	0.992	0.952	0.977	?-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2013: -4% (-9%; +2%) t.o.v. 2008 (?-)
Landbouw	jaarlijks	2008	2014	0.886	0.837	0.937	0.848	0.911	0.874	0.897	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2014: -11.4% (-16.3%; -6.3%) t.o.v. 2008 (-)
Landbouw	jaarlijks	2008	2015	0.933	0.881	0.988	0.892	0.961	0.92	0.946	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2015: -6.7% (-11.9%; -1.2%) t.o.v. 2008 (-)
Landbouw	jaarlijks	2008	2016	0.899	0.85	0.951	0.86	0.925	0.887	0.911	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2016: -10.1% (-15.0%; -4.9%) t.o.v. 2008 (-)
Landbouw	jaarlijks	2008	2017	0.874	0.826	0.925	0.837	0.9	0.863	0.886	--	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2017: -12.60% (-17.40%; -7.50%) t.o.v. 2008 (--)
Landbouw	jaarlijks	2008	2018	0.869	0.819	0.921	0.83	0.895	0.857	0.881	--	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2018: -13.1% (-18.1%; -7.9%) t.o.v. 2008 (--)
Landbouw	jaarlijks	2008	2019	0.873	0.823	0.926	0.833	0.899	0.861	0.885	--	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2019: -12.7% (-17.7%; -7.4%) t.o.v. 2008 (--)
Landbouw	jaarlijks	2008	2020	0.89	0.834	0.949	0.846	0.92	0.876	0.903	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2020: -11.0% (-16.6%; -5.1%) t.o.v. 2008 (-)
Landbouw	jaarlijks	2009	2007	1.061	1.005	1.12	1.017	1.091	1.047	1.074	+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2007: +6.1% (+0.5%; +12.0%) t.o.v. 2009 (+)
Landbouw	jaarlijks	2009	2008	1.03	0.983	1.08	0.993	1.056	1.019	1.042	?+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2008: +3.0% (-1.7%; +8.0%) t.o.v. 2009 (?+)
Landbouw	jaarlijks	2009	2010	1.043	0.993	1.095	1.004	1.069	1.031	1.055	?+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2010: +4% (-1%; +9%) t.o.v. 2009 (?+)
Landbouw	jaarlijks	2009	2011	1.065	1.007	1.126	1.019	1.096	1.051	1.079	+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2011: +6.5% (+0.7%; +12.6%) t.o.v. 2009 (+)
Landbouw	jaarlijks	2009	2012	1.073	1.015	1.134	1.027	1.103	1.059	1.087	+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2012: +7.3% (+1.5%; +13.4%) t.o.v. 2009 (+)
Landbouw	jaarlijks	2009	2013	0.994	0.939	1.051	0.951	1.023	0.981	1.007	~	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2013: -1% (-6%; +5%) t.o.v. 2009 (~)
Landbouw	jaarlijks	2009	2014	0.912	0.86	0.968	0.872	0.94	0.9	0.925	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2014: -8.8% (-14.0%; -3.2%) t.o.v. 2009 (-)
Landbouw	jaarlijks	2009	2015	0.961	0.908	1.018	0.92	0.99	0.949	0.974	?-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2015: -4% (-9%; +2%) t.o.v. 2009 (?-)
Landbouw	jaarlijks	2009	2016	0.926	0.875	0.981	0.886	0.954	0.914	0.939	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2016: -7.4% (-12.5%; -1.9%) t.o.v. 2009 (-)
Landbouw	jaarlijks	2009	2017	0.901	0.849	0.956	0.86	0.928	0.888	0.913	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2017: -9.9% (-15.1%; -4.4%) t.o.v. 2009 (-)
Landbouw	jaarlijks	2009	2018	0.895	0.844	0.949	0.855	0.922	0.883	0.907	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2018: -10.5% (-15.6%; -5.1%) t.o.v. 2009 (-)
Landbouw	jaarlijks	2009	2019	0.899	0.847	0.955	0.858	0.927	0.887	0.912	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2019: -10.1% (-15.3%; -4.5%) t.o.v. 2009 (-)
Landbouw	jaarlijks	2009	2020	0.917	0.857	0.981	0.87	0.949	0.902	0.931	-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2020: -8.3% (-14.3%; -1.9%) t.o.v. 2009 (-)
Landbouw	jaarlijks	2010	2007	1.017	0.967	1.071	0.978	1.044	1.005	1.03	?+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2007: +2% (-3%; +7%) t.o.v. 2010 (?+)
Landbouw	jaarlijks	2010	2008	0.988	0.939	1.04	0.949	1.014	0.976	1	~	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2008: -1% (-6%; +4%) t.o.v. 2010 (~)
Landbouw	jaarlijks	2010	2009	0.959	0.914	1.007	0.923	0.983	0.948	0.97	?-	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2009: -4.1% (-8.6%; +0.7%) t.o.v. 2010 (?-)
Landbouw	jaarlijks	2010	2011	1.021	0.975	1.069	0.985	1.045	1.01	1.032	~	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2011: +2.1% (-2.5%; +6.9%) t.o.v. 2010 (~)
Landbouw	jaarlijks	2010	2012	1.029	0.978	1.082	0.989	1.056	1.016	1.041	?+	47464ef48ace5742f38686c867971432859cfd93	32ef5d56d4992931aea54f2a80d55bd90f3c2b8d	2012: +3% (-2%; +8%) t.o.v. 2010 (?+)
